id,web_name,team,element_type,now_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,selected_by_percent,form,points_per_game,value_season,transfers_in,transfers_out,position
97,Konak,4,3,4.4,27,0,0,0,2,0,0,0,0,0,0,0,22,7.8,3.7,3.0,1.2,7,0.1,0.4,1.0,1.6,10458,11909,MID
98,Lewis-Potter,4,3,5.0,2367,1,4,6,40,0,0,0,4,0,0,0,365,434.0,354.4,360.0,115.0,75,0.1,2.4,2.6,15.0,28868,26894,MID
99,Mbeumo,4,3,8.1,2605,15,6,6,43,0,0,0,2,0,0,24,709,927.6,824.9,788.0,254.3,179,41.6,6.0,6.2,22.1,8473067,4496276,MID
100,Mee,4,2,4.2,180,0,0,1,4,0,0,0,2,0,0,0,30,36.8,3.0,6.0,4.6,9,0.3,0.2,1.3,2.1,29854,87722,DEF
101,Nørgaard,4,3,4.8,2010,4,2,3,33,0,0,0,4,1,0,4,426,538.8,267.0,265.0,107.2,73,0.2,4.2,2.9,15.2,57580,55002,MID
102,Onyeka,4,3,4.9,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,2,0.0,0.0,1.0,0.4,648,3948,MID
103,Peart-Harris,4,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,913,4696,MID
104,Pinnock,4,2,4.4,1830,2,0,2,33,1,0,0,2,0,0,0,228,528.8,100.4,189.0,82.0,46,0.3,2.6,2.2,10.5,183353,204607,DEF
105,Roerslev,4,2,4.3,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,36,0.1,0.0,1.9,8.4,18746,23914,DEF
106,Schade,4,3,5.1,1562,7,4,7,24,0,0,0,2,0,0,7,335,418.0,196.5,573.0,118.4,104,1.3,3.8,3.6,20.4,331562,209937,MID
107,Thiago,4,4,5.9,129,0,0,0,2,0,0,0,0,0,0,0,20,10.8,27.9,6.0,4.2,5,0.0,0.0,1.2,0.8,3789,5828,FWD
108,Toney,4,4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.1,0.0,0.0,0.0,43376,804982,FWD
109,Valdimarsson,4,1,3.9,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,2,4.1,0.0,1.0,0.5,447075,406193,GKP
110,Wissa,4,4,6.5,2111,13,3,6,33,0,0,0,2,0,0,23,531,599.8,282.5,834.0,171.0,132,17.3,5.8,5.1,20.3,4374949,2853185,FWD
111,Yarmoliuk,4,3,4.4,781,0,0,0,17,0,0,0,3,0,0,0,162,166.6,126.8,83.0,37.6,26,2.4,0.8,1.2,5.9,554610,608049,MID
112,Zanka,4,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4123,DEF
314,Carvalho,4,3,4.5,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,35,0.4,1.4,1.8,7.8,186811,285232,MID
338,Van den Berg,4,2,4.1,1774,0,1,2,37,0,0,0,1,0,0,1,148,416.8,77.7,140.0,63.6,38,1.8,0.4,1.7,9.3,631888,500714,DEF
602,Trevitt,4,3,4.4,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,1,0.0,0.0,1.0,0.2,9155,9976,MID
634,G.Nunes,4,3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,461,503,MID
649,Meghoma,4,2,4.0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,1,0.0,0.0,1.0,0.2,5922,5964,DEF
661,Yogane,4,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2806,2578,MID
674,Maghoma,4,3,4.5,105,0,0,0,1,0,0,0,0,0,0,0,27,25.4,15.5,10.0,5.1,7,0.0,0.4,1.0,1.6,1813,1245,MID
705,Arthur,4,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2854,1449,DEF
752,Frank,4,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,0.9,6.6,0.0,51.2,26127,21044,
757,Kayode,4,2,4.5,30,0,0,0,1,0,0,0,0,0,0,0,16,10.4,24.9,6.0,4.2,4,0.0,0.6,1.0,0.9,926,571,DEF
759,Eyestone,4,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,396,145,GKP
780,Morgan,4,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1784,437,FWD
786,Benjamin Fredrick,4,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,5,DEF
113,Adingra,5,3,5.1,613,2,1,1,13,0,0,0,0,0,0,0,128,144.0,127.1,174.0,44.4,39,0.3,0.8,1.9,7.6,116942,154846,MID
114,Baker-Boaitey,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,534,MID
115,Baleba,5,3,5.0,1948,2,1,7,25,0,0,0,6,1,0,4,328,346.2,276.6,165.0,78.8,61,0.2,2.0,2.4,12.2,63982,57926,MID
116,Barco,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2.1,0.0,0.0,0.0,34254,1995517,DEF
118,Cozier-Duberry,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1560,13708,MID
119,Dahoud,5,3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,380,2982,MID
120,Dunk,5,2,4.2,1560,0,1,4,30,1,0,0,4,0,0,0,188,332.2,100.8,79.0,51.2,38,2.4,0.0,2.0,9.0,730733,978391,DEF
122,Estupiñan,5,2,4.9,1689,1,1,2,28,0,0,0,3,0,0,6,245,365.2,432.1,105.0,90.4,51,0.9,3.0,2.3,10.4,400771,352055,DEF
124,Gilmour,5,3,5.0,97,0,0,0,1,0,0,0,0,0,0,0,21,11.4,11.9,2.0,2.5,3,0.0,0.0,1.5,0.6,2640,16610,MID
125,Gross,5,3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8255,MID
126,Hinshelwood,5,3,4.9,1252,2,1,5,19,0,0,0,3,0,0,5,224,207.6,150.6,112.0,47.3,50,0.1,4.5,2.9,10.2,25319,25449,MID
127,I.Osman,5,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1151,MID
128,Igor,5,2,4.3,900,0,0,1,16,0,0,0,4,0,0,0,103,182.2,40.5,4.0,22.7,17,0.1,0.0,1.4,4.0,13359,20608,DEF
129,João Pedro,5,4,5.6,1698,8,6,6,21,0,0,0,4,0,0,23,441,475.2,360.7,560.0,139.0,111,14.9,7.5,4.8,19.8,5519084,5788518,FWD
130,Kozlowski,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,97,MID
131,Lamptey,5,2,4.4,762,2,2,2,20,0,0,0,0,0,0,1,99,192.0,95.1,48.0,33.6,40,0.3,2.0,3.1,9.1,88381,80609,DEF
132,March,5,3,6.5,37,0,0,0,0,0,0,0,1,0,0,0,13,9.6,5.5,6.0,2.1,3,0.0,0.5,0.8,0.5,6728,5650,MID
133,Mazilu,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,720,4115,MID
134,Milner,5,3,5.0,169,0,0,1,1,0,0,0,1,0,0,0,24,28.6,66.3,12.0,10.7,5,0.0,0.0,1.7,1.0,4824,10830,MID
135,Minteh,5,3,5.0,1257,5,4,3,22,0,0,0,6,0,0,6,308,414.6,326.1,448.0,119.1,76,1.9,3.0,3.2,15.2,487445,418363,MID
136,Mitoma,5,3,6.5,2312,7,4,6,33,0,0,0,1,0,0,12,425,520.0,506.2,703.0,173.1,118,9.9,3.2,4.1,18.2,2905250,2247643,MID
137,Moder,5,3,4.4,9,0,0,0,0,0,0,0,0,0,0,0,17,15.8,36.0,2.0,5.4,4,0.4,0.0,1.0,0.9,173459,172735,MID
138,O’Mahony,5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,31158,73484,FWD
139,Offiah,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,2639,13636,DEF
140,Peupion,5,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,10268,11990,MID
141,Sarmiento,5,3,4.9,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,1,0.0,0.0,1.0,0.2,354,2963,MID
142,Steele,5,1,4.1,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,9,0.7,0.0,4.5,2.2,298299,343499,GKP
143,Undav,5,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1473,FWD
144,Van Hecke,5,2,4.5,2330,1,1,6,34,0,0,0,5,0,0,6,350,606.0,211.1,149.0,96.7,77,1.2,4.5,2.9,17.1,290047,208805,DEF
145,Veltman,5,2,4.3,1642,0,0,6,23,0,0,0,4,0,0,7,247,269.2,143.8,59.0,47.4,58,1.3,0.0,3.1,13.5,643260,642875,DEF
146,Verbruggen,5,1,4.5,2430,0,1,6,41,0,0,0,5,0,66,5,294,622.6,10.0,0.0,63.3,82,2.9,2.8,3.0,18.2,694251,458146,GKP
147,Webster,5,2,4.3,615,0,0,3,8,0,0,0,0,0,0,0,121,155.8,41.2,31.0,22.7,26,0.1,2.8,2.4,6.0,14208,14677,DEF
148,Welbeck,5,4,5.5,1482,7,4,6,23,0,0,0,2,0,0,15,337,378.0,228.4,452.0,105.9,92,5.9,2.2,4.2,16.7,3933254,3723170,FWD
149,Wieffer,5,3,4.7,483,1,2,1,12,0,0,0,4,0,0,3,113,159.6,104.9,57.0,31.7,30,0.1,0.5,1.8,6.4,16464,21576,MID
595,Gruda,5,3,5.4,380,0,1,1,9,0,0,0,0,0,0,0,68,82.4,144.5,96.0,32.2,19,0.0,1.2,1.5,3.5,2262,4687,MID
600,Ayari,5,3,5.0,1437,0,1,6,16,0,0,0,3,0,0,0,241,236.6,399.3,171.0,80.6,47,0.0,2.5,1.9,9.4,6165,6052,MID
601,Moran,5,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,533,MID
615,Rushworth,5,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,9608,8622,GKP
618,Georginio,5,3,5.1,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,95,0.6,5.0,3.4,18.6,356398,305153,MID
628,F.Kadıoğlu,5,2,4.4,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,19,0.1,0.0,3.2,4.3,73943,71748,DEF
629,O'Riley,5,3,5.5,468,1,1,2,11,1,0,0,1,0,0,2,113,107.6,156.7,113.0,37.7,25,0.0,0.0,2.1,4.5,18135,16554,MID
663,Samuels,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5264,5026,DEF
668,Cahill,5,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.1,0.0,0.0,0.0,181041,73559,GKP
681,McConville,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1473,1466,DEF
685,Slater,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2163,1574,DEF
714,Gómez,5,3,5.5,251,0,0,0,7,0,0,0,0,0,0,0,51,50.6,59.1,11.0,12.1,9,0.0,1.5,1.3,1.6,1744,881,MID
739,Hürzeler,5,5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,2.9,8.2,0.0,49.1,58837,25908,
758,Knight,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,372,164,MID
763,Cashin,5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1241,539,DEF
150,Andrey Santos,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,630,MID
151,Ângelo,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,5940,30353,MID
153,B.Badiashile,6,2,4.2,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,7,0.1,0.5,1.4,1.7,12182,21567,DEF
154,Bergström,6,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,24088,24565,GKP
155,Bettinelli,6,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,32831,32118,GKP
157,Caicedo,6,3,4.9,2541,1,3,7,36,0,0,0,9,0,0,3,477,488.4,445.9,74.0,100.8,73,1.0,2.2,2.5,14.9,282792,274094,MID
158,Casadei,6,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,23729,30486,MID
159,Chalobah,6,2,4.4,1355,3,1,3,20,0,0,0,1,0,0,8,259,374.8,89.5,164.0,63.1,67,0.8,0.5,3.7,15.2,245143,195341,DEF
161,Chukwuemeka,6,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4843,8714,MID
162,Colwill,6,2,4.4,2430,1,1,6,35,0,0,0,7,0,0,3,317,534.0,179.8,101.0,81.7,72,3.6,5.5,2.7,16.4,1051402,776654,DEF
163,Cucurella,6,2,5.2,2255,4,2,5,32,0,0,0,6,1,0,9,365,479.6,272.8,248.0,100.2,93,9.3,8.2,3.4,17.9,1525196,1241364,DEF
164,D.D.Fofana,6,4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,4727,15307,FWD
165,Deivid,6,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,17623,22919,FWD
166,Dewsbury-Hall,6,3,5.5,193,0,1,0,3,0,0,0,0,0,0,1,49,40.2,36.0,19.0,9.5,14,0.1,0.5,1.6,2.5,7673,27590,MID
168,Enzo,6,3,4.7,2136,4,6,5,31,0,0,0,6,0,0,6,494,554.6,861.0,373.0,179.2,93,4.1,4.5,3.4,19.8,1637897,1404166,MID
169,Gallagher,6,3,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,1567,72724,MID
170,Gilchrist,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7494,DEF
171,Gusto,6,2,4.9,1545,0,1,2,24,0,0,0,3,0,0,0,187,263.2,271.5,123.0,65.9,41,1.4,2.0,1.7,8.4,340828,532475,DEF
172,James,6,2,4.8,678,1,1,0,12,0,0,0,1,0,0,1,109,136.8,134.4,17.0,28.9,24,0.9,0.8,2.2,5.0,212092,144042,DEF
173,Kellyman,6,3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,13684,10920,MID
174,Lavia,6,3,4.5,538,0,1,1,10,0,0,0,4,0,0,0,84,91.2,100.5,5.0,19.8,16,0.4,0.2,1.5,3.6,188992,262409,MID
175,Lukaku,6,4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,8049,61636,FWD
176,M.Sarr,6,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,457,DEF
177,Madueke,6,3,6.0,1449,7,4,3,23,0,0,0,3,0,0,12,338,416.8,353.7,801.0,157.2,100,3.2,0.0,4.3,16.7,2461898,2351898,MID
178,Marc Guiu,6,4,4.7,71,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6.0,2.2,3,0.5,0.0,1.0,0.6,112984,157615,FWD
179,Mudryk,6,3,6.1,145,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31.0,8.5,7,0.2,0.0,1.0,1.1,18323,43481,MID
180,N.Jackson,6,4,7.7,1735,9,6,8,19,0,0,0,5,0,0,15,402,501.8,318.7,854.0,167.8,108,6.3,0.0,4.7,14.0,5240525,5003474,FWD
181,Nkunku,6,3,5.7,856,3,2,2,16,0,0,0,2,0,0,5,193,229.2,189.9,328.0,74.6,58,2.8,4.5,2.3,10.2,417706,1672623,MID
182,Palmer,6,3,10.9,2442,14,8,6,35,0,0,1,4,0,0,31,785,881.0,1006.0,844.0,273.4,181,52.9,1.5,6.5,16.6,6818463,5099119,MID
183,Petrović,6,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,2753,64655,GKP
184,Renato Veiga,6,3,4.4,176,0,0,1,2,0,0,0,2,0,0,0,22,30.4,9.2,19.0,5.9,7,0.1,0.0,1.0,1.6,41967,45139,MID
185,Sánchez,6,1,4.5,2070,0,0,5,28,0,1,0,5,0,78,9,315,605.0,10.0,0.0,61.4,86,6.8,3.0,3.7,19.1,2229515,1890050,GKP
187,Tosin,6,2,4.2,1086,1,1,4,12,0,0,0,2,0,0,4,210,280.2,43.6,84.0,41.1,50,0.5,4.5,3.1,11.9,89917,66346,DEF
189,W.Fofana,6,2,4.3,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,26,0.3,1.8,1.9,6.0,85031,106826,DEF
386,Sancho,6,3,6.2,1424,2,5,4,22,0,0,0,1,0,0,3,304,262.8,406.7,299.0,96.7,68,1.0,2.2,3.0,11.0,499310,477445,MID
560,Neto,6,3,6.3,1524,3,4,4,19,0,0,0,7,0,0,5,271,323.6,480.0,360.0,116.4,69,2.2,5.0,2.7,11.0,490448,380413,MID
575,Wiley,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3873,DEF
581,Jørgensen,6,1,4.2,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,18,0.9,2.0,3.0,4.3,120136,63826,GKP
621,João Félix,6,3,5.9,362,1,2,1,4,0,0,0,2,0,0,0,90,88.0,95.4,141.0,32.3,24,0.4,0.0,2.0,4.1,163911,169792,MID
695,Rak-Sakyi,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,494,345,MID
696,George,6,3,4.5,84,0,1,0,0,0,0,0,1,0,0,0,25,32.0,60.9,23.0,11.5,7,0.0,1.5,1.4,1.6,1674,835,MID
697,Acheampong,6,2,4.0,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,4,0.1,0.2,1.0,1.0,12546,7778,DEF
740,Maresca,6,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,1.9,5.5,0.0,20.7,65466,33231,
771,Amougou,6,3,4.5,7,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.9,0.0,0.2,1,0.0,0.2,1.0,0.2,247,91,MID
774,Anselmino,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,237,103,DEF
781,Mheuka,6,4,4.5,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,1,0.0,0.2,1.0,0.2,3039,901,FWD
782,Samuels-Smith,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,102,34,DEF
787,Genesis Antwi,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,8,DEF
11,Nketiah,7,4,5.9,698,1,2,2,11,0,0,0,3,0,0,1,130,112.2,134.7,318.0,56.1,35,1.0,2.2,1.8,5.9,297913,246181,FWD
160,Chilwell,7,2,4.6,49,0,0,0,1,0,0,0,1,0,0,0,10,17.0,15.6,9.0,4.2,2,0.5,0.5,0.7,0.4,50021,103857,DEF
190,Ahamada,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,6178,34892,MID
193,C.Doucouré,7,3,4.9,443,0,1,1,6,0,0,0,1,0,0,0,71,58.6,25.7,23.0,10.8,19,0.0,0.0,1.5,3.9,12853,19788,MID
194,C.Richards,7,2,4.4,1336,0,1,6,17,0,0,0,2,0,0,2,217,310.6,36.0,97.0,44.5,53,0.2,4.8,3.1,12.0,25493,24075,DEF
195,Chadi Riad,7,2,4.3,90,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,1,0.0,0.0,1.0,0.2,2476,14185,DEF
196,Clyne,7,2,4.3,392,0,0,1,9,0,0,0,1,0,0,0,42,56.8,36.6,5.0,9.7,16,0.1,0.0,1.5,3.7,9284,14607,DEF
197,Ebiowei,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,478,MID
