id,web_name,team,element_type,now_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,selected_by_percent,form,points_per_game,value_season,transfers_in,transfers_out,position
623,M.Fernandes,17,3,5.0,2142,1,2,4,52,0,0,0,7,0,0,2,351,361.8,491.1,299.0,115.4,61,0.1,1.8,2.3,12.2,18695,15256,MID
693,O'Brien-Whitmarsh,17,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,828,759,MID
718,Welington,17,2,4.0,171,0,0,0,4,0,0,0,1,0,0,0,16,53.8,40.6,5.0,9.9,3,0.0,0.4,0.8,0.8,983,513,DEF
719,Kayi Sanda,17,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,483,322,DEF
734,Grønbæk,17,3,4.9,141,0,0,0,3,0,0,0,0,0,0,0,13,15.8,11.4,9.0,3.7,6,0.0,0.8,1.5,1.2,911,482,MID
748,Jurić,17,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,0.1,0.6,0.0,24.0,2510,1616,
82,Solanke,18,4,7.3,1778,7,5,3,33,1,0,0,0,0,0,6,327,413.2,182.8,639.0,122.5,87,4.8,0.8,4.3,11.9,2680194,4971382,FWD
478,A.Phillips,18,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,8361,43869,DEF
479,Austin,18,1,4.0,90,0,0,0,2,0,0,0,0,0,2,0,7,20.0,0.0,0.0,2.0,1,0.5,0.0,1.0,0.2,39889,41915,GKP
480,Bentancur,18,3,4.9,1243,2,0,3,18,0,0,0,7,0,0,1,237,258.2,179.3,157.0,59.7,41,0.1,1.8,2.2,8.4,23523,40188,MID
481,Bergvall,18,3,4.4,924,0,2,2,17,0,0,0,3,0,0,0,188,199.6,171.5,67.0,43.8,35,1.1,3.0,1.6,8.0,242009,218000,MID
482,Bissouma,18,3,4.8,1136,2,0,3,19,0,0,0,6,0,0,4,230,239.8,116.7,51.0,41.0,44,0.2,0.6,2.0,9.2,93999,96949,MID
483,Bryan,18,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,152,MID
484,Davies,18,2,4.3,720,0,0,3,9,0,0,0,2,0,0,0,127,209.2,21.2,36.0,26.8,24,0.2,1.2,2.7,5.6,18378,30288,DEF
485,Devine,18,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4716,12809,MID
486,Dragusin,18,2,4.3,1250,0,0,2,29,0,0,0,1,0,0,0,96,256.4,58.1,47.0,36.2,24,0.2,0.0,1.5,5.6,56012,68444,DEF
487,E.Royal,18,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2695,DEF
488,Forster,18,1,4.3,630,0,0,1,15,0,0,0,0,0,29,0,64,221.0,0.0,0.0,22.2,19,0.4,0.0,2.7,4.4,104386,98391,GKP
489,Gray,18,3,4.6,1245,0,0,2,24,1,0,0,0,0,0,0,208,211.2,45.9,11.0,26.9,34,0.2,1.4,1.6,7.4,39654,47131,MID
490,Højbjerg,18,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,532,MID
491,Johnson,18,3,6.2,1759,9,4,2,24,0,0,0,4,0,0,10,362,454.8,234.5,694.0,137.7,108,2.3,3.8,4.2,17.4,2146657,2029051,MID
492,Kulusevski,18,3,6.2,2152,7,4,6,35,0,0,0,3,0,0,9,405,584.0,813.1,685.0,208.0,110,3.0,2.6,4.1,17.7,1478784,1462080,MID
493,Lo Celso,18,3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2052,10698,MID
494,Maddison,18,3,7.4,1514,9,6,5,25,0,0,0,6,0,0,14,516,618.6,593.1,476.0,168.5,118,4.8,3.2,4.4,15.9,2327392,2410952,MID
495,Pedro Porro,18,2,5.3,2277,2,5,6,38,0,0,0,2,0,0,5,406,673.0,744.2,187.0,160.6,93,19.5,2.0,3.3,17.5,2768198,4227204,DEF
496,Reguilón,18,2,4.1,121,0,0,0,1,0,0,0,2,0,0,0,17,20.8,20.2,11.0,5.2,1,0.2,0.0,0.3,0.2,14306,32768,DEF
497,Richarlison,18,4,6.8,275,2,1,1,2,0,0,0,1,0,0,0,90,119.8,54.8,116.0,29.0,20,0.3,0.0,2.2,2.9,69970,156861,FWD
498,Romero,18,2,4.9,1101,1,0,3,14,0,0,0,1,0,0,3,221,275.8,96.6,159.0,53.4,44,3.4,1.8,3.1,9.0,937799,1269981,DEF
499,P.M.Sarr,18,3,4.7,1386,3,2,2,28,0,0,0,5,0,0,4,312,348.0,230.3,173.0,74.8,60,0.2,2.2,2.2,12.8,56302,64143,MID
500,Scarlett,18,4,4.4,31,0,1,0,1,0,0,0,0,0,0,0,20,24.4,11.0,17.0,5.2,6,0.7,1.0,2.0,1.4,104927,48106,FWD
502,Solomon,18,3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,480,5476,MID
503,Son,18,3,9.7,1855,7,10,4,32,0,0,1,1,0,0,12,529,616.8,709.4,633.0,196.0,123,5.6,3.8,4.7,12.7,1977225,2454332,MID
504,Spence,18,2,4.4,1063,1,1,3,19,0,0,0,1,1,0,6,197,297.8,170.7,62.0,53.1,42,1.1,4.0,2.6,9.5,146841,35871,DEF
505,Udogie,18,2,4.8,1653,0,1,2,25,0,0,0,2,0,0,0,244,315.6,231.5,124.0,67.3,43,1.4,1.2,2.0,9.0,323386,581098,DEF
506,Van de Ven,18,2,4.5,817,0,2,2,12,0,0,0,4,0,0,2,127,168.6,36.7,40.0,24.6,29,2.4,0.2,2.9,6.4,1039750,1509182,DEF
507,Veliz,18,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,984,FWD
508,Vicario,18,1,4.8,1530,0,0,4,19,0,0,0,1,0,51,2,259,443.4,0.0,0.0,44.2,56,1.8,3.8,3.3,11.7,241085,506035,GKP
509,Werner,18,3,6.2,504,0,3,1,12,0,0,0,0,0,0,2,120,114.6,148.0,113.0,37.1,34,0.1,0.2,1.9,5.5,14457,36266,MID
510,Whiteman,18,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.5,0.0,0.0,0.0,92914,88564,GKP
609,Lankshear,18,4,4.5,10,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,3,1.1,0.0,1.0,0.7,434203,389964,FWD
610,Moore,18,3,4.5,180,0,2,0,1,0,0,0,0,0,0,0,37,23.4,42.7,30.0,9.4,14,0.2,0.0,2.0,3.1,49992,52939,MID
612,Odobert,18,3,5.3,348,0,0,1,6,0,0,0,0,0,0,0,31,22.2,55.7,94.0,17.1,13,0.0,1.4,1.6,2.5,9960,8543,MID
683,Olusesi,18,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1215,905,MID
684,Hardy,18,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2825,2145,DEF
689,Williams-Barnett,18,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,790,768,MID
699,Dorrington,18,2,4.0,13,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.2,0.0,0.1,1,0.0,0.0,1.0,0.2,1051,1046,DEF
700,King,18,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2028,1317,DEF
716,Kinsky,18,1,4.3,360,0,0,1,7,0,0,0,0,0,11,0,52,102.6,10.1,0.0,11.2,12,0.2,0.0,3.0,2.8,44935,30705,GKP
717,Yang,18,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,468,393,MID
729,Ajayi,18,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,828,391,MID
749,Postecoglou,18,5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,3.1,5.8,0.0,36.4,36921,13809,
760,Cassanova,18,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,368,169,DEF
767,Danso,18,2,4.5,347,0,0,1,4,0,0,0,0,0,0,0,64,91.4,19.7,53.0,16.4,11,0.0,2.2,2.8,2.4,9160,4719,DEF
768,Tel,18,3,6.0,304,0,0,2,2,0,0,0,0,0,0,0,25,25.4,43.3,98.0,16.3,10,0.2,2.0,2.5,1.7,37305,19932,MID
123,Ferguson,19,4,5.5,326,1,0,1,7,0,0,0,0,0,0,2,91,76.8,64.3,99.0,23.7,25,0.3,1.0,1.4,4.5,86173,77742,FWD
388,Wan-Bissaka,19,2,4.5,2434,2,3,5,47,1,0,0,1,0,0,10,352,591.4,394.9,140.0,112.7,88,6.6,5.0,3.1,19.6,1177226,690386,DEF
511,Álvarez,19,3,5.0,1534,0,1,3,28,0,0,0,6,1,0,0,190,246.4,190.9,49.0,48.7,35,0.1,2.0,1.5,7.0,15980,19790,MID
512,Antonio,19,4,5.3,834,1,4,4,18,0,0,0,1,0,0,3,111,72.0,139.5,194.0,39.5,42,0.8,0.0,3.0,7.9,385829,481698,FWD
513,Areola,19,1,4.2,1539,0,0,3,29,1,0,0,0,0,55,0,178,425.6,0.0,0.0,42.7,45,4.4,4.2,2.5,10.7,401562,864837,GKP
514,Bowen,19,3,7.6,2187,7,8,6,38,0,0,0,1,0,0,12,464,591.6,612.7,794.0,199.5,125,10.0,5.0,5.0,16.4,2099566,1762953,MID
516,Coufal,19,2,4.1,729,0,0,1,15,1,0,0,2,0,0,1,58,151.0,104.5,35.0,28.7,18,0.4,0.0,1.2,4.4,36632,87137,DEF
517,Cresswell,19,2,3.9,538,0,0,2,5,0,0,0,2,0,0,3,96,97.2,114.1,5.0,21.6,26,2.1,3.4,2.0,6.7,231494,245027,DEF
519,Earthy,19,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8042,MID
520,Emerson,19,2,4.4,1789,2,1,4,38,0,0,0,5,0,0,2,176,381.8,295.1,156.0,83.3,61,0.6,0.8,2.4,13.9,138489,156165,DEF
521,Fabianski,19,1,4.0,1070,0,0,2,20,0,0,0,2,0,47,2,132,362.2,0.3,0.0,36.1,36,14.7,0.0,2.8,9.0,1676100,1399206,GKP
522,Foderingham,19,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,7796,16019,GKP
523,Ings,19,4,4.9,270,1,3,0,4,0,0,0,0,0,0,4,110,97.0,76.5,159.0,33.4,32,1.2,0.2,2.1,6.5,412556,426732,FWD
524,Kilman,19,2,4.3,2538,0,1,5,49,0,0,0,3,0,0,5,294,629.4,172.2,136.0,94.1,66,1.3,4.0,2.3,15.3,365576,362598,DEF
525,Kudus,19,3,6.2,1995,3,2,5,36,0,0,0,0,1,0,4,260,324.2,413.9,586.0,132.3,74,2.5,3.0,3.1,11.9,404724,1011686,MID
526,L.Guilherme,19,3,4.6,50,0,0,0,2,0,0,0,0,0,0,0,26,14.2,34.6,6.0,5.4,7,0.0,0.2,1.0,1.5,2423,4771,MID
527,L.Paquetá,19,3,5.7,1803,4,1,4,39,0,0,0,7,0,0,5,287,339.8,444.3,235.0,101.6,69,0.9,1.0,2.8,12.1,232489,351261,MID
528,Mavropanos,19,2,4.3,1656,0,0,2,31,0,0,0,2,1,0,4,197,402.8,62.2,150.0,61.6,37,0.1,1.4,1.5,8.6,19265,25194,DEF
529,N.Aguerd,19,2,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1368,13377,DEF
530,Souček,19,3,4.9,2081,7,2,6,36,0,0,0,8,0,0,13,354,519.8,218.4,495.0,122.8,101,1.5,5.0,3.7,20.6,477322,567948,MID
531,Ward-Prowse,19,3,6.1,810,0,1,3,10,0,0,0,1,1,0,0,137,140.6,188.7,48.0,37.8,25,0.5,2.0,1.7,4.1,33509,172954,MID
532,Zouma,19,2,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,5376,51027,DEF
576,Irving,19,3,4.7,161,0,0,0,4,0,0,0,2,0,0,0,38,37.6,26.5,17.0,8.1,9,0.0,0.2,0.9,1.9,1573,2987,MID
587,Summerville,19,3,5.5,776,1,1,2,20,0,0,0,2,0,0,2,129,156.4,246.1,186.0,58.7,33,0.3,0.0,1.7,6.0,49219,126725,MID
588,G.Rodríguez,19,3,4.8,1016,0,0,3,18,0,0,0,5,0,0,0,165,168.6,62.1,23.0,25.5,29,0.1,0.2,1.4,6.0,7277,11294,MID
589,Füllkrug,19,4,6.7,366,2,1,1,11,0,0,0,1,0,0,1,88,99.0,84.8,113.0,29.4,22,0.8,0.0,2.4,3.3,64411,408645,FWD
591,Todibo,19,2,4.2,1143,0,0,4,22,0,0,0,2,0,0,1,164,239.2,31.3,26.0,29.6,38,0.3,2.8,2.0,9.0,23016,48254,DEF
643,Casey,19,2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,1,0.2,0.0,1.0,0.2,27245,21335,DEF
654,C.Soler,19,3,5.0,1088,1,1,2,21,0,0,0,5,0,0,2,174,131.2,209.1,125.0,46.5,39,0.0,1.0,1.6,7.8,8052,7105,MID
677,Scarles,19,2,4.0,401,0,0,2,4,0,0,0,1,0,0,2,84,71.2,36.2,16.0,12.4,22,0.2,3.2,2.2,5.5,23123,4549,DEF
686,Mayers,19,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2437,2035,DEF
701,Orford,19,3,4.5,47,0,0,0,1,0,0,0,0,0,0,0,13,6.4,27.6,6.0,4.0,2,0.0,0.0,1.0,0.4,1504,1200,MID
750,Potter,19,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,3.7,6.6,0.0,86.0,30617,17688,
204,Johnstone,20,1,4.2,630,0,0,0,17,0,0,0,0,0,23,0,42,193.8,10.0,0.0,20.4,12,0.3,0.0,1.7,2.9,54975,77739,GKP
533,Aït-Nouri,20,2,4.8,2384,3,5,4,57,0,0,0,4,1,0,6,280,574.6,392.9,282.0,125.1,80,9.6,2.4,2.9,16.7,2745776,1970456,DEF
534,B.Traore,20,3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1958,6780,MID
535,Bellegarde,20,3,4.9,1278,2,6,5,24,0,0,0,3,0,0,5,250,297.4,331.5,173.0,79.6,74,0.3,5.0,2.7,15.1,52174,21458,MID
536,Bentley,20,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.6,0.0,0.0,0.0,109869,157006,GKP
537,Chiquinho,20,3,4.5,6,0,0,0,0,0,0,0,0,0,0,0,4,3.0,14.3,2.0,1.9,1,0.1,0.0,1.0,0.2,11572,27967,MID
538,Chirewa,20,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1909,8903,MID
539,Chiwome,20,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.3,0.0,0.0,0.0,579957,488169,FWD
540,Cundle,20,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,33477,37345,MID
541,Cunha,20,4,6.9,2143,13,4,5,49,0,0,0,3,0,0,33,679,776.0,661.2,735.0,217.3,143,7.5,4.0,5.5,20.7,5603211,5134686,FWD
542,Dawson,20,2,4.3,969,0,1,1,25,2,0,0,2,0,0,1,57,204.2,31.3,55.0,29.1,17,0.1,0.0,1.1,4.0,23134,32454,DEF
543,Doherty,20,2,4.3,1607,2,1,4,34,1,0,0,5,0,0,2,216,416.8,148.6,125.0,69.1,53,0.4,2.0,2.4,12.3,52387,38082,DEF
544,Doyle,20,3,4.7,474,0,1,0,10,0,0,0,1,0,0,0,128,114.6,101.7,34.0,25.3,28,0.0,1.0,1.2,6.0,5265,7486,MID
545,Fábio Silva,20,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,7594,34058,FWD
546,Fraser,20,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,86763,532538,FWD
547,Gonzalez,20,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11528,11852,MID
548,Guedes,20,3,5.3,756,2,4,3,19,0,0,0,1,0,0,2,172,201.0,167.5,160.0,52.6,55,0.1,0.6,2.3,10.4,28847,30896,MID
549,H.Bueno,20,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1838,DEF
550,Hee Chan,20,3,6.1,625,2,1,0,17,0,0,0,0,0,0,0,121,109.8,71.4,80.0,26.0,34,0.3,0.2,1.9,5.6,48070,111860,MID
551,Hodge,20,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,17482,53504,MID
552,Hoever,20,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,3224,25626,DEF
553,J.Gomes,20,3,4.9,2249,3,1,3,52,0,0,0,7,1,0,7,360,416.4,354.3,183.0,95.4,70,0.3,2.6,2.6,14.3,184856,167744,MID
554,José Sá,20,1,4.3,1980,0,0,5,41,0,1,0,1,0,58,3,214,475.0,20.0,0.0,49.5,66,3.1,3.4,3.0,15.3,391129,294069,GKP
555,Kalajdžić,20,4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4770,11813,FWD
556,King,20,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.3,0.0,0.0,0.0,85747,99669,GKP
557,Mario Jr.,20,3,4.8,1363,1,3,1,39,0,0,0,4,0,0,5,252,356.8,166.7,120.0,64.4,47,0.1,0.0,2.8,9.8,105788,114016,MID
558,Mosquera,20,2,3.8,441,0,0,0,12,0,0,0,2,0,0,0,24,110.2,27.3,21.0,16.0,3,0.8,0.0,0.6,0.8,188267,169209,DEF
559,N.Semedo,20,2,4.5,2148,0,4,5,40,0,0,0,7,0,0,0,207,421.8,297.6,118.0,83.9,59,0.7,3.0,2.4,13.1,133739,69075,DEF
561,Pedro Lima,20,2,3.9,69,0,0,0,2,0,0,0,0,0,0,0,9,23.4,34.8,11.0,6.9,2,1.3,0.4,0.7,0.5,138640,161764,DEF
562,Podence,20,3,5.5,46,0,0,0,2,0,0,0,0,0,0,0,9,3.0,1.1,1.0,0.4,2,0.0,0.0,1.0,0.4,1049,5136,MID
563,R.Gomes,20,3,5.1,560,1,0,1,15,0,0,0,0,0,0,0,125,131.6,138.3,80.0,34.6,28,0.1,0.0,1.6,5.5,6525,16867,MID
564,S.Bueno,20,2,4.3,1520,0,0,4,32,0,0,0,2,0,0,2,137,285.4,13.4,80.0,37.9,41,0.1,2.0,1.9,9.5,7254,10287,DEF
565,Sarabia,20,3,5.0,557,1,1,1,11,0,0,0,2,0,0,0,93,103.4,141.2,134.0,37.7,26,0.1,1.0,1.8,5.2,11829,28003,MID
566,Strand Larsen,20,4,5.3,2067,9,2,4,46,0,0,0,3,0,0,11,384,433.8,227.9,612.0,127.1,100,2.7,3.2,3.7,18.9,1200912,950494,FWD
567,Toti,20,2,4.3,1803,0,1,5,34,0,0,0,4,0,0,5,249,415.2,96.4,33.0,54.5,53,0.2,2.4,2.4,12.3,52305,53955,DEF
637,Meupiyou,20,2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,40893,27631,DEF
642,André,20,3,5.0,1747,0,0,4,37,0,0,0,4,0,0,1,318,274.4,183.6,23.0,48.0,44,0.0,2.2,1.8,8.8,7041,5290,MID
655,Forbs,20,3,5.4,235,0,0,0,9,0,0,0,2,0,0,0,32,25.8,24.1,35.0,8.3,8,0.0,0.0,0.9,1.5,3996,4036,MID
664,Pond,20,2,3.9,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1,0.8,0.0,1.0,0.3,160546,88331,DEF
682,Edozie,20,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3486,2423,MID
711,Okoduwa,20,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1334,721,DEF
720,Agbadou,20,2,4.0,600,0,0,1,11,0,0,0,2,0,0,0,80,169.6,6.1,14.0,19.0,13,0.1,0.8,1.9,3.2,21324,6125,DEF
751,Pereira,20,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,5.8,6.6,0.0,66.2,69003,23768,
769,Djiga,20,2,4.5,18,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.2,0.0,0.5,2,0.0,0.4,1.0,0.4,966,360,DEF
770,Munetsi,20,3,5.0,338,1,1,2,3,0,0,0,0,0,0,2,58,83.2,40.7,96.0,22.0,20,0.2,4.0,4.0,4.0,23489,3062,MID
784,Mané,20,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3129,787,FWD
